$EAINS,26,2419,126,447,271812,-282149,766461,508965*8195
$EAINS,27,2429,127,445,267349,-284063,762436,516258*A40B
$EAINS,28,2437,129,443,263227,-286312,759067,522065*CE30
$EAINS,29,2442,132,441,259479,-289088,756636,525927*1B8F
$EAINS,30,2442,137,440,256085,-292307,755331,527684*85E8
$EAINS,31,2439,144,439,253315,-295853,755141,527317*FFD6
$EAINS,32,2434,152,440,251349,-299692,755728,525244*C869
$EAINS,33,2426,160,440,249919,-303554,756871,522054*9C83
$EAINS,34,2417,168,441,248828,-307457,758377,518091*C9FA
$EAINS,35,2408,177,441,248114,-311314,760174,513475*B42E
$EAINS,36,2398,186,443,247758,-315466,761771,508724*BC31
$EAINS,37,2388,195,444,247624,-320007,762916,504218*8AA4
$EAINS,38,2378,203,446,247747,-323867,764504,499262*9710
$EAINS,39,2368,211,447,248211,-327158,766211,494244*BC74
$EAINS,40,2359,218,448,248798,-330208,767820,489400*70AE
$EAINS,41,2350,224,449,249409,-333123,769260,484832*0875
$EAINS,42,2341,231,450,250027,-335739,770638,480501*BDBB
$EAINS,43,2334,236,451,250652,-338127,771798,476624*7539
$EAINS,44,2326,241,452,251285,-339727,773503,472370*F2F8
$EAINS,45,2317,245,451,251949,-340446,775993,467389*B58E
$EAINS,46,2309,248,451,252739,-340857,778538,462402*2786
$EAINS,47,2301,252,451,253635,-341253,780766,457841*269B
$EAINS,48,2294,254,451,254750,-341416,782814,453584*27FD
$EAINS,49,2287,256,451,256076,-341150,784918,449381*D133
$EAINS,50,2281,257,451,257657,-340322,787101,445269*F2E6
$EAINS,1,2275,257,451,259515,-338891,789381,441226*5D8A
$EAINS,2,2270,255,451,261586,-336764,791816,437251*437A
$EAINS,3,2266,253,451,263871,-334260,794037,433757*C9E0
$EAINS,4,2263,250,451,266269,-331439,795929,430981*36D5
$EAINS,5,2261,246,452,268469,-328131,797854,428582*2FB2
$EAINS,6,2259,241,451,270334,-324574,799801,426483*C79C
$EAINS,7,2259,236,451,271814,-320716,801630,425024*A325
$EAINS,8,2260,230,450,273085,-316475,803280,424273*931A
$EAINS,9,2262,223,448,273962,-311760,804856,424211*5296
$EAINS,10,2266,215,446,274386,-306599,806318,424923*B4DD
$EAINS,11,2270,207,444,274827,-301227,807543,426151*A41E
$EAINS,12,2276,197,443,275692,-295668,808399,427859*A7C1
$EAINS,13,2283,187,441,275936,-289859,808914,430695*434A
$EAINS,14,2293,177,438,275965,-283825,808945,434619*BDD0
$EAINS,15,2304,165,436,275388,-277829,808303,440019*28E3
$EAINS,16,2318,155,432,273288,-272379,806796,447438*6F75
$EAINS,17,2334,144,427,270305,-267452,804569,456149*F508
$EAINS,18,2350,135,422,266630,-263410,801525,465918*0842
$EAINS,19,2367,127,418,262707,-260118,797919,476074*45AE
$EAINS,20,2384,120,413,258692,-257414,793878,486388*DBD4
$EAINS,21,2403,114,408,253224,-255153,788809,498551*E495
$EAINS,22,2423,109,402,246652,-253727,782814,511847*438C
$EAINS,23,2441,105,397,240695,-253265,776816,523906*A3C5
$EAINS,24,2456,104,394,236065,-253744,771470,533591*EB36
$EAINS,25,2466,103,392,232917,-255012,767075,540659*16B5
$EAINS,26,2473,104,392,231213,-256872,763750,545199*D8D9
$EAINS,27,2476,106,394,230500,-259243,761325,547765*4906
$EAINS,28,2477,108,396,230626,-262051,759615,548748*536F
$EAINS,29,2477,111,399,231212,-265070,758239,548955*C353
$EAINS,30,2477,114,401,231447,-268001,756921,549251*CCF7
$EAINS,31,2476,117,403,231374,-270621,755917,549381*944C
$EAINS,32,2474,120,405,231618,-273362,755631,548312*53C8
$EAINS,33,2469,125,407,232390,-276281,756229,545692*919D
$EAINS,34,2461,130,410,233840,-279420,757714,541397*060F
$EAINS,35,2451,136,413,235314,-282848,759964,535796*AE9E
$EAINS,36,2440,144,416,237012,-286419,762537,529457*0126
$EAINS,37,2429,150,419,238751,-289470,765131,523238*6B55
$EAINS,38,2418,156,421,240450,-292112,767974,516786*F494
$EAINS,39,2405,162,423,242051,-294301,771452,509567*023F
$EAINS,40,2391,169,424,243446,-296151,775629,501424*429B
$EAINS,41,2375,176,424,244487,-297812,780396,492457*5EF2
$EAINS,42,2359,184,424,245811,-299550,785153,483094*1CC3
$EAINS,43,2344,191,426,247823,-301658,789328,473862*16BD
$EAINS,44,2329,198,427,250250,-303539,793097,465010*DDD9
$EAINS,45,2315,203,429,252696,-304789,796877,456327*2E63
$EAINS,46,2301,209,430,255513,-305868,800312,447948*47A8
$EAINS,47,2288,213,432,258768,-306794,803262,440097*E169
$EAINS,48,2276,217,435,262215,-307334,806207,432224*25C3
$EAINS,49,2264,221,437,265643,-307548,809013,424670*CA12
$EAINS,1,2254,223,439,268895,-307399,811244,418430*8749
$EAINS,2,2247,224,440,271628,-306680,812982,413792*115B
$EAINS,3,2245,222,441,273634,-305446,813915,411544*D18B
$EAINS,4,2246,219,442,274963,-303752,813983,411776*E217
$EAINS,5,2251,214,442,275634,-301556,813278,414328*DC1E
$EAINS,6,2260,207,442,275346,-298802,811940,419110*9DD9
$EAINS,7,2273,199,441,274359,-295382,809970,425938*A019
$EAINS,8,2288,189,439,272823,-291194,807577,434272*9EDC
$EAINS,9,2304,178,435,270057,-286518,805253,443332*A35F
$EAINS,10,2321,168,430,266438,-281885,802888,452682*A924
$EAINS,11,2337,158,426,262847,-277490,800263,462048*1C17
$EAINS,12,2354,149,421,259320,-273548,797163,471650*2DE3
$EAINS,13,2372,140,416,255161,-269617,793371,482452*3EB6
$EAINS,14,2391,131,412,251132,-265921,788636,494237*75BE
$EAINS,15,2414,121,407,246920,-262327,782567,507743*5B92
$EAINS,16,2440,111,402,241768,-258757,774771,523757*9589
$EAINS,17,2469,101,396,235757,-255437,765123,541992*F9C5
